heldout_site,mapping,missing_indicators,domain,conformal_method,alpha,metric,n_repeats,mean,sd,min,q25,median,q75,max
Cleveland,isotonic,False,id_test,label_conditional,0.2,class0_avg_set_size,10,1.1777777777777778,0.1417604385852195,1.0555555555555556,1.1111111111111112,1.1111111111111112,1.2222222222222223,1.5277777777777777
Cleveland,isotonic,False,id_test,label_conditional,0.2,class1_avg_set_size,10,1.3192982456140352,0.2482178880913648,1.105263157894737,1.1140350877192984,1.192982456140351,1.4824561403508771,1.7719298245614035
Cleveland,isotonic,False,id_test,label_conditional,0.2,class0_singleton_accuracy,10,0.8848310947872143,0.07215437883630606,0.7741935483870968,0.829861111111111,0.8768939393939394,0.9324448529411764,1.0
Cleveland,isotonic,False,id_test,label_conditional,0.2,class1_singleton_accuracy,10,0.8427438093519571,0.10202563181522467,0.5862068965517241,0.8458946078431373,0.8668564199873499,0.8958583433373349,0.9523809523809523
Cleveland,isotonic,False,id_test,label_conditional,0.2,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,False,id_test,marginal,0.05,coverage,10,0.9720430107526882,0.028313143595887453,0.9139784946236559,0.9516129032258065,0.9838709677419355,0.989247311827957,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,avg_set_size,10,1.6494623655913976,0.214707008377247,1.2473118279569892,1.5349462365591398,1.661290322580645,1.7983870967741935,2.0
Cleveland,isotonic,False,id_test,marginal,0.05,singleton_rate,10,0.3505376344086021,0.21470700837724702,0.0,0.20161290322580644,0.3387096774193548,0.46505376344086025,0.7526881720430108
Cleveland,isotonic,False,id_test,marginal,0.05,singleton_accuracy,9,0.9323624180152158,0.03995188250537996,0.8857142857142857,0.9,0.926829268292683,0.9615384615384616,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,class0_coverage,10,0.9583333333333334,0.055940027655530425,0.8611111111111112,0.9097222222222222,0.9861111111111112,1.0,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,class1_coverage,10,0.9807017543859649,0.017446121508978136,0.9473684210526315,0.9692982456140351,0.9824561403508771,0.9956140350877193,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,class0_avg_set_size,10,1.588888888888889,0.2110623725415799,1.3055555555555556,1.4444444444444444,1.5555555555555556,1.7291666666666667,2.0
Cleveland,isotonic,False,id_test,marginal,0.05,class1_avg_set_size,10,1.687719298245614,0.2448889324594601,1.2105263157894737,1.5394736842105263,1.6842105263157894,1.894736842105263,2.0
Cleveland,isotonic,False,id_test,marginal,0.05,class0_singleton_accuracy,9,0.9103815937149271,0.10285223989365605,0.75,0.8,0.9545454545454546,1.0,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,class1_singleton_accuracy,9,0.8901559454191035,0.15874016698870497,0.5,0.8947368421052632,0.9523809523809523,0.9666666666666667,1.0
Cleveland,isotonic,False,id_test,marginal,0.05,empty_rate,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cleveland,isotonic,False,id_test,marginal,0.1,coverage,10,0.9387096774193548,0.0442038812711709,0.8709677419354839,0.9032258064516129,0.9408602150537635,0.9758064516129032,0.989247311827957
