repeat,metric,clean,targeted,random_mean,random_sd,random_min,random_q05,random_median,random_q95,random_max,targeted_minus_random_median,targeted_severity_percentile_among_random
1,brier,0.15643750689746488,0.1951251591608788,0.164311313427901,0.008491304596482377,0.15625117030075245,0.15854317048324354,0.1620840389082316,0.1750901239855724,0.1954950870566253,0.033041120252647216,0.95
1,log_loss,0.48389581404809584,0.5761810535484428,0.5018945916526526,0.019403909767886536,0.4837619211030456,0.48468440154950965,0.4978157876197036,0.5266116890691385,0.5716104300114908,0.07836526592873927,1.0
1,ece,0.07610607225993828,0.10443179040282556,0.0964338163005516,0.022268578699146283,0.05448878999030535,0.07865691320936792,0.09281515666323975,0.14180448952907931,0.15355736638130135,0.01161663373958581,0.75
1,hcep_090,0.006666666666666667,0.013333333333333334,0.006666666666666666,0.006117752903214981,0.0,0.0,0.006666666666666667,0.02,0.02,0.006666666666666667,0.9
1,aurc,0.11895527921614502,0.17940271379551453,0.1287688527915397,0.011084745186748296,0.11314223674316357,0.1133664788819303,0.1272380509267505,0.15115339754665474,0.15624572287684516,0.05216466286876403,1.0
1,excess_aurc,0.09107208391329925,0.1290778729288591,0.09985311439290137,0.0070379261556474115,0.08694395642333924,0.08842499862245558,0.09935813062326884,0.11002114976921615,0.11166799560616292,0.02971974230559027,1.0
2,auroc,0.7699470899470899,0.6118518518518519,0.747089947089947,0.034637945089148685,0.6118518518518519,0.7168042328042328,0.7566137566137566,0.7695873015873016,0.7828571428571428,-0.14476190476190476,1.0
2,average_precision,0.5649773913254424,0.40383061515506324,0.5526705663131048,0.052026231503996684,0.40383061515506324,0.4782354258492689,0.5625917806544198,0.6166339405210998,0.6279849679585451,-0.1587611654993566,1.0
2,brier,0.17276089190553431,0.2125167112060213,0.1800530085275609,0.009872780946347129,0.16675060677418452,0.16972561688279947,0.17815549895182298,0.19138314966336092,0.2125167112060213,0.03436121225419833,1.0
2,log_loss,0.507727457132124,0.6329091892845873,0.5298661218693186,0.02933447336749896,0.4954177932781906,0.5007999833776242,0.5245588363510583,0.559551753407854,0.6329091892845873,0.10835035293352901,1.0
2,ece,0.0841119703870374,0.11412024712705994,0.09774001325960073,0.021478194648591523,0.05766541686910059,0.05922444658270983,0.10007541648989554,0.12621553702563582,0.13880939021716152,0.014044830637164399,0.8
2,hcep_090,0.0,0.04666666666666667,0.006,0.010574160273850403,0.0,0.0,0.0033333333333333335,0.015000000000000024,0.04666666666666667,0.043333333333333335,1.0
2,aurc,0.12381732653658706,0.22589587335869837,0.14239918112585742,0.024055977133159115,0.11780640402660958,0.1189503010428362,0.1341467656492713,0.17098442144137302,0.22589587335869837,0.09174910770942707,1.0
