horizon_day,repeat,domain,conformal_method,aggregation,coverage,avg_set_size,singleton_rate,class0_coverage,class1_coverage,class0_avg_set_size,class1_avg_set_size,class0_singleton_accuracy,class1_singleton_accuracy
14,5,ood_test,label_conditional,equal_pair,0.8757203136132656,1.5661101488607476,0.4338898511392524,0.9157916847053877,0.8178463123345385,1.558995706055299,1.5739096273207664,0.7867885024163922,0.5743810103484194
14,5,ood_test,label_conditional,size_weighted,0.8670536733917016,1.5269318614389036,0.4730681385610963,0.914114684651069,0.7984860112444628,1.5149736890691263,1.542931543630245,0.7951773457680528,0.5849799645451185
14,5,ood_test,marginal,equal_pair,0.8831621767026717,1.5428516232649474,0.4571483767350524,0.9468495790069298,0.7636520180100016,1.5194779263077394,1.5888326789365965,0.8774013893994651,0.404537471304665
14,5,ood_test,marginal,size_weighted,0.8734297677959649,1.5134183479253902,0.4865816520746098,0.9415956382153154,0.7554191781529863,1.4869972624659369,1.5618412365792718,0.8674730038174687,0.44513142375967374
14,6,id_test,label_conditional,equal_pair,0.9021659622295446,1.5854104017495125,0.41458959825048736,0.9028558690063705,0.8947043599018143,1.610073057794068,1.5514606381440044,0.7462084591940309,0.7669273967906174
14,6,id_test,label_conditional,size_weighted,0.9059619284365759,1.5786394124008096,0.4213605875991902,0.9023728315694238,0.9095720555120494,1.6007588715925931,1.555140856674203,0.7504145362883712,0.7925422326843063
14,6,id_test,marginal,equal_pair,0.8985037128948172,1.492162359758193,0.507837640241807,0.9508180657691017,0.7988298234624353,1.471854031340956,1.5503123279942579,0.8983807150143946,0.5244752295611446
14,6,id_test,marginal,size_weighted,0.9010182905858816,1.5144302078468215,0.4855697921531786,0.9435725479049911,0.8346159802128741,1.4998825079701332,1.5508958303757214,0.8840798109602384,0.6065286898205416
14,6,ood_test,label_conditional,equal_pair,0.8845993873949811,1.5942530740427179,0.40574692595728223,0.9018883249325427,0.8530557553010664,1.599538798593076,1.5843303716190447,0.7361314453484256,0.6625723182409301
14,6,ood_test,label_conditional,size_weighted,0.8823753330795584,1.571374191092501,0.4286258089074991,0.9056156942133945,0.8432317234862575,1.571885789124131,1.570164036007627,0.7604254393545878,0.6590852027296373
14,6,ood_test,marginal,equal_pair,0.8708735469041935,1.4907941744728972,0.5092058255271028,0.9408940978265998,0.727676039246705,1.4648946938205114,1.5403102395733992,0.8839195775665741,0.4139573989790876
14,6,ood_test,marginal,size_weighted,0.8726684430909784,1.4975256947087934,0.5024743052912067,0.9374549844942044,0.755173193871733,1.4685738345445933,1.5501563010320627,0.877641334951453,0.46658706071592815
14,7,id_test,label_conditional,equal_pair,0.8983588481690423,1.5810621633457276,0.4189378366542724,0.9174463027842579,0.8625282992911613,1.601100932409412,1.554538121078878,0.7932038825481449,0.6803184799169105
14,7,id_test,label_conditional,size_weighted,0.9026352861170369,1.5730449787523786,0.4269550212476214,0.9170902618515357,0.8811089378819188,1.5938208533084348,1.5494772336828093,0.7960210906575189,0.730528998850834
14,7,id_test,marginal,equal_pair,0.8965759250636633,1.5552377746190218,0.4447622253809784,0.9409814268618505,0.8079641795040525,1.548974385168246,1.5767130967739296,0.8674477163018995,0.497360743502801
14,7,id_test,marginal,size_weighted,0.902641961460556,1.557675990765915,0.44232400923408494,0.9374382339664176,0.8427320370179799,1.5481822437382433,1.5806386833297565,0.8619534288073271,0.5801118330162235
14,7,ood_test,label_conditional,equal_pair,0.8972910957234431,1.592679940792893,0.40732005920710707,0.9265426100603182,0.8448582127288176,1.585339665456775,1.6044341136811733,0.8235887439086773,0.5885760582294101
14,7,ood_test,label_conditional,size_weighted,0.8996954701180053,1.5872668443090978,0.4127331556909022,0.9275955240593956,0.85405785133845,1.5792038026452941,1.6002535035239858,0.8273824882406413,0.6158100589044323
14,7,ood_test,marginal,equal_pair,0.8960604823862934,1.5634618437903436,0.43653815620965614,0.9498811798059899,0.7899501074219663,1.5406542518815518,1.609960656017466,0.8780492990942775,0.4203845012844482
14,7,ood_test,marginal,size_weighted,0.896745336886182,1.5606204796345642,0.43937952036543587,0.9471043338285353,0.8076046868790993,1.535012192003401,1.610543688145245,0.8719115100258682,0.46256764994190347
14,8,id_test,label_conditional,equal_pair,0.9070611594344844,1.6065290905325105,0.3934709094674898,0.9246537758702815,0.8884960769463256,1.605784591642207,1.6092476095187982,0.7329592310508632,0.71411882470706
14,8,id_test,label_conditional,size_weighted,0.9026342483531488,1.5636659943406075,0.43633400565939245,0.9230685496644779,0.8784972951239113,1.5708910819947972,1.5559759572482013,0.7989916470568414,0.7111398926082524
14,8,id_test,marginal,equal_pair,0.89498302207394,1.5505034840899976,0.4494965159100024,0.9378696474978282,0.8129441610249158,1.5551815055538214,1.5454898195716855,0.8721753765809945,0.5216566214657942
