horizon_day,domain,aggregation,metric,n_repeats,mean,sd,min,q25,median,q75,max
56,id_test,equal_pair,calibration_slope,10,0.9725197680054454,0.28325967591995527,0.21172975801184066,0.9726627593926362,1.0098606080242676,1.1180344937920212,1.2148577758887007
56,id_test,equal_pair,hcep_080,10,0.036878102942357015,0.0056899817687260665,0.028082304428511666,0.03249186704018716,0.038382481980421254,0.04047685251233896,0.04504299411851195
56,id_test,equal_pair,hcep_090,10,0.006206084084028485,0.0026220096355352167,0.0027842344284852057,0.004683911354316204,0.0056565859258276225,0.008257734300249727,0.010735833579846591
56,id_test,equal_pair,hcep_095,10,0.0012744456261075251,0.0007158139216272404,0.00038580246913580245,0.000606738191698585,0.0013305095488997023,0.001729007456006263,0.0024056089607668494
56,id_test,equal_pair,aurc,10,0.1751615998610409,0.010099990120299832,0.162212808648077,0.1693158394970487,0.1743174915463159,0.1777753280585473,0.1977668259859603
56,id_test,equal_pair,excess_aurc,10,0.13161066459257484,0.009183019873701228,0.12277330097877469,0.12433283421560731,0.12959427930846382,0.1357926236992088,0.15096886974377272
56,id_test,size_weighted,prevalence,10,0.42402813776982484,0.0,0.42402813776982484,0.42402813776982484,0.42402813776982484,0.42402813776982484,0.42402813776982484
56,id_test,size_weighted,auroc,10,0.7628845261745965,0.010070655720843256,0.7377156781890105,0.761344694969301,0.7645970922560315,0.7673164242141994,0.77645846700277
56,id_test,size_weighted,average_precision,10,0.7328299905192563,0.011257223447639114,0.7116774470196371,0.7296646551169788,0.7342614479080816,0.7371794879916517,0.7521194095715993
56,id_test,size_weighted,pr_skill,10,0.5448968475978394,0.019579361664658585,0.5102073220060983,0.5388486988009266,0.5450483461962858,0.5557613347303528,0.5802783353207177
56,id_test,size_weighted,brier,10,0.1864913900287654,0.0030298928042586486,0.1805104886162544,0.18509173714314536,0.18650215861559033,0.18778431808677362,0.19192088778484304
56,id_test,size_weighted,log_loss,10,0.5519374632395818,0.006932748031826042,0.538440986192782,0.5485778093296607,0.551470921727161,0.5558754356318503,0.563518058887989
56,id_test,size_weighted,ece,10,0.0795275295440923,0.0068286931236545,0.07019356793152308,0.07381249046361524,0.08040819048594935,0.08289693282643976,0.09309709631838886
56,id_test,size_weighted,calibration_intercept,10,-0.03965711046308222,0.09002597541651955,-0.2675718859638505,-0.0536942105125375,-0.01970013384591317,0.011428298273174155,0.061324661632289126
56,id_test,size_weighted,calibration_slope,10,1.0258718722336995,0.12947795283512006,0.7128632063594987,1.010759538875683,1.0237529857602392,1.0988270971810572,1.1945017070983492
56,id_test,size_weighted,hcep_080,10,0.03487667105597059,0.005722466067212895,0.02551321216439134,0.030484413058465748,0.03509416085400609,0.04032249760053572,0.041799776690927486
56,id_test,size_weighted,hcep_090,10,0.005858525245103835,0.0018466159506026246,0.0029022034146434354,0.005340212135319366,0.0058057647496639764,0.0066806551529069065,0.009291121166465122
56,id_test,size_weighted,hcep_095,10,0.0016271013516426895,0.000857494577994132,0.0005807533460827943,0.0007272574048921908,0.0017431798437724166,0.002323397122831311,0.0029070387171883103
56,id_test,size_weighted,aurc,10,0.17044673166188873,0.007171572103724868,0.15669404013575197,0.1676276506151486,0.16962349337997334,0.17406664193244958,0.18456209090108266
56,id_test,size_weighted,excess_aurc,10,0.12638461221862535,0.00518811754602242,0.11791876575608773,0.1243830459062061,0.12550652717725547,0.12945209838837762,0.13657751127171572
56,ood_test,equal_pair,prevalence,10,0.3792229985160614,0.0,0.3792229985160614,0.3792229985160614,0.3792229985160614,0.3792229985160614,0.3792229985160614
56,ood_test,equal_pair,auroc,10,0.7348314795837252,0.009392114246420101,0.7106899803382168,0.7344654975988013,0.7366453094170171,0.7392207046155196,0.7453798518522109
56,ood_test,equal_pair,average_precision,10,0.6613314569207707,0.008029175512699813,0.6424013302509982,0.6591416851699137,0.6642956438500973,0.6672081559315486,0.6680470918265065
56,ood_test,equal_pair,pr_skill,10,0.46491003284916965,0.01110166655518984,0.4409950413090685,0.4609438685046387,0.468867495691657,0.4736353918673935,0.47464298728693827
56,ood_test,equal_pair,brier,10,0.19122885917690954,0.0020094935981880223,0.1871930399015218,0.19050729611719253,0.19162295311887503,0.19273143187212563,0.19353723487615737
56,ood_test,equal_pair,log_loss,10,0.5705069088219511,0.006908370412090559,0.557507296864573,0.568474385129947,0.5725333952189684,0.574800245202904,0.5790962032282526
56,ood_test,equal_pair,ece,10,0.06584288604319535,0.007015673175401196,0.05342002421052433,0.061681854011613226,0.0689522027094264,0.07081825865928773,0.07317759275640218
