repeat,target_definition,metric,delta_ood_minus_id
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",pr_skill,0.02955756125629594
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",brier,0.028161665726027324
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",log_loss,0.0801232641255461
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",ece,0.08916595459178792
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",calibration_intercept,0.6924768951070277
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",calibration_slope,-0.07971578242496857
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",hcep_080,0.022257882628068285
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",hcep_090,0.013203555759776237
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",hcep_095,0.005846061259146156
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",aurc,0.037313546641437614
5,"domain
    unadjusted_reported_income_50000
Name: 17, dtype: object",excess_aurc,0.027113575949421716
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",prevalence,0.015609903393703772
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",auroc,-0.013070198425763069
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",average_precision,-0.01432338074151307
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",pr_skill,-0.031143908421035316
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",brier,0.009026340755269369
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",log_loss,0.02512571390666829
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",ece,-0.0007783342444105269
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",calibration_intercept,-0.06517001847399437
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",calibration_slope,-0.07154781833048851
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",hcep_080,0.005062474232378537
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",hcep_090,0.0022510467115620172
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",hcep_095,0.0011531903458952375
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",aurc,0.012532945161664269
6,"domain
    cpi_constant_2018usd
Name: 18, dtype: object",excess_aurc,0.009212945432205258
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",prevalence,0.12930864845548923
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",auroc,-0.015620778223959242
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",average_precision,0.043532261592930444
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",pr_skill,0.012863863677080922
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",brier,0.026758241820754924
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",log_loss,0.0755692755791394
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",ece,0.08561094479827694
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",calibration_intercept,0.7127467227052389
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",calibration_slope,-0.10772016425805475
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",hcep_080,0.022337488757734177
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",hcep_090,0.012536511366029846
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",hcep_095,0.005384704322431865
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",aurc,0.03918955869664094
6,"domain
    survey_year_adjusted_50000
Name: 19, dtype: object",excess_aurc,0.02941385994870792
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",prevalence,0.12603840815588535
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",auroc,-0.014089204968919744
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",average_precision,0.04952648710985963
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",pr_skill,0.021343685303557902
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",brier,0.02907099740548086
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",log_loss,0.08287395246053708
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",ece,0.08745265569503102
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",calibration_intercept,0.6975868903125322
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",calibration_slope,-0.0919542696451413
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",hcep_080,0.025928912077012985
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",hcep_090,0.012654655920475731
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",hcep_095,0.005596998371692364
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",aurc,0.04022197671340928
6,"domain
    unadjusted_reported_income_50000
Name: 20, dtype: object",excess_aurc,0.030862392003936284
7,"domain
    cpi_constant_2018usd
Name: 21, dtype: object",prevalence,0.010777992797062375
