repeat,feature_set,auroc,brier,ece,hcep_090,aurc
1,gastarb|moral|weitkred,0.7870899470899471,0.16417082655958762,0.08257723209552857,0.006666666666666667,0.13555770720666666
1,pers|sparkont|verm,0.7911111111111111,0.1639820002017194,0.11203466659862148,0.0,0.12531599448094646
1,bishkred|verm|weitkred,0.7917460317460318,0.16170481506150775,0.10926126420527431,0.02,0.13420285279338695
1,buerge|laufkont|wohn,0.7568253968253968,0.1954950870566253,0.15355736638130135,0.013333333333333334,0.15624572287684516
1,gastarb|verm|wohn,0.7976719576719576,0.16223651697686017,0.082353304449477,0.006666666666666667,0.12709500320734554
1,beruf|moral|weitkred,0.794074074074074,0.1636410669537488,0.0925073423402439,0.006666666666666667,0.1287944520353833
1,beszeit|rate|wohnzeit,0.8146031746031747,0.15625117030075245,0.11739671078472103,0.0,0.11337828109976013
1,beruf|moral|verw,0.78010582010582,0.16785763150604371,0.08562855770228353,0.013333333333333334,0.13956005522276976
1,bishkred|moral|pers,0.806984126984127,0.15936665824515928,0.09656095617137211,0.006666666666666667,0.1203684243937563
1,alter|famges|weitkred,0.7983068783068782,0.16523366928891067,0.08334315300339154,0.006666666666666667,0.1301095869586431
1,rate|verm|weitkred,0.7993650793650793,0.16273365830303285,0.08491704958951596,0.006666666666666667,0.12371300051546597
2,hoehe|telef|verm,0.7468783068783069,0.1806169867295686,0.08470820976452753,0.0,0.1392413258780929
2,alter|hoehe|telef,0.7564021164021164,0.17830554536424417,0.05930650077816295,0.0,0.13525923905316675
2,alter|famges|weitkred,0.7688888888888888,0.16988219636220026,0.1005694879034194,0.0,0.1190105061489534
2,alter|laufzeit|moral,0.7223280423280423,0.18893215232183144,0.11604661842776784,0.006666666666666667,0.16809434502467163
2,laufzeit|pers|weitkred,0.757037037037037,0.17461570317581343,0.13880939021716152,0.006666666666666667,0.1327532990849423
2,bishkred|famges|laufzeit,0.7597883597883598,0.17935212197307,0.0995813450763717,0.006666666666666667,0.13303429224537588
2,famges|gastarb|wohnzeit,0.7828571428571428,0.16675060677418452,0.10651039870241431,0.013333333333333334,0.11780640402660958
2,beszeit|famges|sparkont,0.7674074074074074,0.1716292469741567,0.07756528827192952,0.0,0.12923678091474664
2,hoehe|moral|wohnzeit,0.7608465608465609,0.17477615327100893,0.10874300290181786,0.006666666666666667,0.13264469753917774
2,bishkred|verm|weitkred,0.7627513227513227,0.17560080647811346,0.08278053863120255,0.0,0.12732979138794973
2,laufzeit|moral|wohnzeit,0.7513227513227513,0.17825258557091056,0.09060804376544358,0.013333333333333334,0.1398340909301365
2,laufzeit|rate|verm,0.7312169312169312,0.1885278819879849,0.08381152894168159,0.0,0.15979850872604534
2,alter|gastarb|laufzeit,0.7473015873015872,0.17805841233273537,0.05766541686910059,0.006666666666666667,0.14267588378209106
2,laufkont|laufzeit|moral,0.6118518518518519,0.2125167112060213,0.11412024712705994,0.04666666666666667,0.22589587335869837
2,alter|beruf|wohn,0.766984126984127,0.17474624285623086,0.09193706306385906,0.0,0.12710013861030753
2,laufzeit|moral|verw,0.7394708994708995,0.18189081716863434,0.07657162194694143,0.006666666666666667,0.1474310318136487
2,rate|sparkont|wohn,0.7466666666666667,0.19027085695058932,0.12269864886728657,0.0,0.1641048537413986
2,sparkont|telef|wohn,0.7466666666666667,0.1854482532797752,0.12555270264713445,0.0,0.14955367745764314
2,telef|verm|weitkred,0.7583068783068783,0.1751372498712077,0.10526241725321354,0.0,0.12949570653011197
2,moral|wohn|wohnzeit,0.7568253968253968,0.17574963990293735,0.11195179403551875,0.006666666666666667,0.12768317626337997
3,rate|verm|verw,0.7961904761904761,0.161037815665588,0.08684740712155084,0.006666666666666667,0.1202266790899942
3,famges|weitkred|wohn,0.7997883597883597,0.1644749170698539,0.115156663439556,0.006666666666666667,0.12352231050497278
3,beszeit|famges|telef,0.7877248677248677,0.16547788038925357,0.09740692989044333,0.006666666666666667,0.12016576598028919
3,bishkred|famges|laufzeit,0.7815873015873016,0.1739684918009118,0.09104522918569972,0.006666666666666667,0.12955372069841853
3,famges|laufkont|wohnzeit,0.7716402116402116,0.19554502659123987,0.12680488089466982,0.013333333333333334,0.13543747060701178
3,beszeit|moral|wohn,0.762962962962963,0.1723788197796007,0.08315793771999745,0.006666666666666667,0.1358417844155861
3,rate|verm|wohnzeit,0.8131216931216931,0.15810219074476364,0.09553865393617189,0.0,0.10324606156406294
3,buerge|hoehe|wohnzeit,0.8084656084656084,0.15855480343989514,0.11432806524245377,0.0,0.10759193082245112
3,rate|telef|verw,0.7964021164021163,0.16101649737636284,0.06667470048937923,0.006666666666666667,0.11738784302535157
3,bishkred|pers|rate,0.8048677248677248,0.15882553683013087,0.08091552049565404,0.0,0.11254850884692927
