domain_family,condition,repeat,seed,model,auroc_id_test,auroc_ood_test,brier_id_test,brier_ood_test,ece_id_test,ece_ood_test,delta_auroc,delta_ece,delta_brier,condition_id
HeartDisease,Cleveland,9,20262069,lightgbm,0.8796296296296297,0.8447095981751184,0.1287264154210778,0.1665057480332141,0.0866217781598348,0.0944521041695332,-0.03492003145451128,0.007830326009698407,0.03777933261213631,HeartDisease|Cleveland
HeartDisease,Cleveland,9,20262069,logistic_regression,0.922514619883041,0.8655027197753992,0.1048247279479774,0.1767758253799655,0.0855422961139339,0.1525754901503633,-0.05701190010764179,0.06703319403642942,0.0719510974319881,HeartDisease|Cleveland
HeartDisease,Hungary,0,20260729,lightgbm,0.8743890518084066,0.87786029706945,0.1436272781045321,0.1434154918679664,0.1108337245926703,0.0899261938993359,0.0034712452610433653,-0.020907530693334397,-0.00021178623656570306,HeartDisease|Hungary
HeartDisease,Hungary,0,20260729,logistic_regression,0.8685239491691105,0.8637093536732235,0.1344824994520719,0.1552159483369531,0.1078594070111715,0.1412217326371133,-0.00481459549588692,0.0333623256259418,0.020733448884881184,HeartDisease|Hungary
HeartDisease,Hungary,1,20260878,lightgbm,0.9037145650048876,0.8534223203532718,0.1143477048202512,0.1498910798515374,0.0964290474862098,0.0695675765991106,-0.05029224465161575,-0.026861470887099198,0.03554337503128621,HeartDisease|Hungary
HeartDisease,Hungary,1,20260878,logistic_regression,0.9130009775171064,0.8636089923725412,0.1104861697749792,0.1358399030720476,0.0558917303888172,0.0770653377695919,-0.04939198514456522,0.0211736073807747,0.0253537332970684,HeartDisease|Hungary
HeartDisease,Hungary,2,20261027,lightgbm,0.8807429130009775,0.8822260136491369,0.1405505439880581,0.1372789698507868,0.0987071565229833,0.0849774982073278,0.0014831006481593745,-0.013729658315655494,-0.0032715741372713047,HeartDisease|Hungary
HeartDisease,Hungary,2,20261027,logistic_regression,0.8509286412512219,0.8734945804897631,0.1538609630731856,0.134177689628197,0.1293331458991159,0.0861494957411805,0.02256593923854122,-0.043183650157935405,-0.019683273444988603,HeartDisease|Hungary
HeartDisease,Hungary,3,20261176,lightgbm,0.8455522971652004,0.8745734644720996,0.1336923262357171,0.1546635559771518,0.1326056532268608,0.1310229240543798,0.029021167306899187,-0.0015827291724810066,0.0209712297414347,HeartDisease|Hungary
HeartDisease,Hungary,3,20261176,logistic_regression,0.8406647116324536,0.873444399839422,0.1444787673947446,0.1426187435900074,0.1660160773821877,0.0867086071357671,0.032779688206968416,-0.07930747024642061,-0.0018600238047372097,HeartDisease|Hungary
HeartDisease,Hungary,4,20261325,lightgbm,0.9002932551319648,0.8543757527097552,0.1202373920553012,0.1596146940355812,0.1251652765890235,0.131005836816567,-0.0459175024222096,0.0058405602275435065,0.03937730198028,HeartDisease|Hungary
HeartDisease,Hungary,4,20261325,logistic_regression,0.9056695992179864,0.8619028502609394,0.1122596937942281,0.1451197182690487,0.0922578447649286,0.0993131477795914,-0.04376674895704702,0.007055303014662798,0.032860024474820615,HeartDisease|Hungary
HeartDisease,Hungary,5,20261474,lightgbm,0.85386119257087,0.8770574066639903,0.137472260565252,0.1436840925685462,0.1730612258534395,0.0941106974653852,0.023196214093120338,-0.0789505283880543,0.006211832003294199,HeartDisease|Hungary
