key,value,value_json
acs/cpi_constant_2018usd/id_test/excess_aurc/mean,0.05832958297158012,
acs/cpi_constant_2018usd/id_test/excess_aurc/sd,0.002089048940486223,
acs/cpi_constant_2018usd/id_test/selection_080/selection_rate/mean,0.7999292843261679,
acs/cpi_constant_2018usd/id_test/selection_080/selection_rate/sd,0.005913575872942534,
acs/cpi_constant_2018usd/id_test/selection_080/selective_risk/mean,0.13536063212016894,
acs/cpi_constant_2018usd/id_test/selection_080/selective_risk/sd,0.003983353734799395,
acs/cpi_constant_2018usd/id_test/conformal_marginal/coverage/mean,0.9008008087645301,
acs/cpi_constant_2018usd/id_test/conformal_marginal/coverage/sd,0.003492122600497984,
acs/cpi_constant_2018usd/id_test/conformal_marginal/class0_coverage/mean,0.9298297968159638,
acs/cpi_constant_2018usd/id_test/conformal_marginal/class0_coverage/sd,0.0024894080519362615,
acs/cpi_constant_2018usd/id_test/conformal_marginal/class1_coverage/mean,0.8543241707264289,
acs/cpi_constant_2018usd/id_test/conformal_marginal/class1_coverage/sd,0.006426940966254236,
acs/cpi_constant_2018usd/id_test/conformal_marginal/avg_set_size/mean,1.226953559987819,
acs/cpi_constant_2018usd/id_test/conformal_marginal/avg_set_size/sd,0.00742681761014133,
acs/cpi_constant_2018usd/id_test/conformal_marginal/singleton_rate/mean,0.773046440012181,
acs/cpi_constant_2018usd/id_test/conformal_marginal/singleton_rate/sd,0.0074268176101413095,
acs/cpi_constant_2018usd/id_test/conformal_marginal/singleton_accuracy/mean,0.8716908344338392,
acs/cpi_constant_2018usd/id_test/conformal_marginal/singleton_accuracy/sd,0.0038986756483764687,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/coverage/mean,0.9011217277625878,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/coverage/sd,0.0034058025720256646,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/class0_coverage/mean,0.9138759434517096,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/class0_coverage/sd,0.0052500698443733815,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/class1_coverage/mean,0.8807244424777254,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/class1_coverage/sd,0.00729711456876023,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/avg_set_size/mean,1.2338368091488747,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/avg_set_size/sd,0.008615673225854216,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/singleton_rate/mean,0.7661631908511252,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/singleton_rate/sd,0.008615673225854263,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/singleton_accuracy/mean,0.8709447862755395,
acs/cpi_constant_2018usd/id_test/conformal_label_conditional/singleton_accuracy/sd,0.004175770972887843,
acs/cpi_constant_2018usd/ood_test/prevalence/mean,0.395810221024213,
acs/cpi_constant_2018usd/ood_test/prevalence/sd,5.851389114294502e-17,
acs/cpi_constant_2018usd/ood_test/auroc/mean,0.874670689850546,
acs/cpi_constant_2018usd/ood_test/auroc/sd,0.0003910406906892571,
acs/cpi_constant_2018usd/ood_test/average_precision/mean,0.8073332179105673,
acs/cpi_constant_2018usd/ood_test/average_precision/sd,0.0007187701529085808,
acs/cpi_constant_2018usd/ood_test/pr_skill/mean,0.6811154561137424,
acs/cpi_constant_2018usd/ood_test/pr_skill/sd,0.0011896430193291873,
acs/cpi_constant_2018usd/ood_test/brier/mean,0.1402655359116328,
acs/cpi_constant_2018usd/ood_test/brier/sd,0.0002097180063508697,
acs/cpi_constant_2018usd/ood_test/log_loss/mean,0.4335705514432462,
acs/cpi_constant_2018usd/ood_test/log_loss/sd,0.0006384410204941219,
acs/cpi_constant_2018usd/ood_test/ece/mean,0.01361435236660373,
acs/cpi_constant_2018usd/ood_test/ece/sd,0.002170530774024814,
acs/cpi_constant_2018usd/ood_test/calibration_intercept/mean,-0.09231126664948855,
acs/cpi_constant_2018usd/ood_test/calibration_intercept/sd,0.014984102097869238,
acs/cpi_constant_2018usd/ood_test/calibration_slope/mean,0.9623134494889862,
acs/cpi_constant_2018usd/ood_test/calibration_slope/sd,0.033885395786327155,
acs/cpi_constant_2018usd/ood_test/hcep_090/mean,0.017791900884249347,
acs/cpi_constant_2018usd/ood_test/hcep_090/sd,0.0019139268295756883,
acs/cpi_constant_2018usd/ood_test/aurc/mean,0.08636052296582254,
acs/cpi_constant_2018usd/ood_test/aurc/sd,0.00024747614182545606,
acs/cpi_constant_2018usd/ood_test/excess_aurc/mean,0.06445564277038843,
acs/cpi_constant_2018usd/ood_test/excess_aurc/sd,0.00019531985409746339,
acs/cpi_constant_2018usd/ood_test/selection_080/selection_rate/mean,0.7908111606243647,
acs/cpi_constant_2018usd/ood_test/selection_080/selection_rate/sd,0.006932721629057645,
acs/cpi_constant_2018usd/ood_test/selection_080/selective_risk/mean,0.143673791615745,
acs/cpi_constant_2018usd/ood_test/selection_080/selective_risk/sd,0.001955200409466078,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/coverage/mean,0.8958209110858188,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/coverage/sd,0.00320922708166655,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/class0_coverage/mean,0.9156728803317634,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/class0_coverage/sd,0.0031234792738671713,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/class1_coverage/mean,0.8655176084578468,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/class1_coverage/sd,0.004390187786420947,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/avg_set_size/mean,1.2369629447456347,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/avg_set_size/sd,0.009599025723925085,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/singleton_rate/mean,0.7630370552543654,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/singleton_rate/sd,0.00959902572392504,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/singleton_accuracy/mean,0.8634959187628594,
acs/cpi_constant_2018usd/ood_test/conformal_marginal/singleton_accuracy/sd,0.0025097447983875878,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/coverage/mean,0.8950029275765206,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/coverage/sd,0.003082806806549006,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/class0_coverage/mean,0.897657542070541,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/class0_coverage/sd,0.00454375846653489,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/class1_coverage/mean,0.890950755956854,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/class1_coverage/sd,0.0067406568602546525,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/avg_set_size/mean,1.2423196533469334,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/avg_set_size/sd,0.00966090567667989,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/singleton_rate/mean,0.7576803466530667,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/singleton_rate/sd,0.00966090567667984,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/singleton_accuracy/mean,0.8614480186235921,
acs/cpi_constant_2018usd/ood_test/conformal_label_conditional/singleton_accuracy/sd,0.0023899164787236776,
acs/paired_bootstrap/auroc/mean,-0.0025651005145745694,
acs/paired_bootstrap/auroc/q025,-0.00500634207891438,
acs/paired_bootstrap/auroc/q975,-0.00022755256543864234,
acs/paired_bootstrap/average_precision/mean,0.044420806268686726,
acs/paired_bootstrap/average_precision/q025,0.04057271736935408,
